,name,location,rating,num_rating,price
305,M Rosé 2020,"Côtes de Provence, France",4.0,4211 ratings,16
306,Côte des Roses Rosé 2020,"Languedoc, France",4.0,3782 ratings,15.99
307,Rosé 2019,"Coteaux d'Aix-en-Provence, France",4.0,3030 ratings,Available online from $19.99
308,Côtes de Provence 2018,"Côtes de Provence, France",4.0,3003 ratings,Available online from $16.09
309,Côtes de Provence 2019,"Côtes de Provence, France",4.0,2811 ratings,Available online from $12.99
310,Côtes de Provence 2017,"Côtes de Provence, France",4.0,2008 ratings,Available online from $12.99
311,Prestige Rosé 2019,"Côtes de Provence, France",4.0,1820 ratings,Available online from $25
312,Negroamaro Salento Calafuria Rosato 2019,"Salento, Italy",4.0,1742 ratings,Available online from $15
313,Côtes de Provence 2020,"Côtes de Provence, France",4.0,1691 ratings,15.99
314,Gris Blanc 2020,"Pays d'Oc, France",4.0,1607 ratings,14.99
315,Estate Pinot Noir de Corte Rosé (Varietales) 2020,"Maldonado, Uruguay",4.0,1370 ratings,19.99
316,Rusin Colline Novaresi Nebbiolo Rosé 2020,"Colline Novaresi, Italy",4.0,1338 ratings,Available online from $19
317,Fleur de Mer Rosé 2017,"Côtes de Provence, France",4.0,1296 ratings,Available online from $19.99
318,Miraflors Rosé 2016,"Côtes du Roussillon, France",4.0,1191 ratings,Available online from $18.99
319,Grande Réserve Rosé 2019,"Côtes de Provence, France",4.0,1186 ratings,Available online from $17.99
320,Rosé 2017,"California, United States",4.0,1117 ratings,27.99
321,Miraflors Rosé 2019,"Côtes du Roussillon, France",4.0,1094 ratings,Available online from $18.99
322,Rusin Colline Novaresi Nebbiolo Rosé 2018,"Colline Novaresi, Italy",4.0,1093 ratings,Available online from $18
323,Rosé 2018,"Var, France",4.0,1083 ratings,Available online from $19
324,Lambrusco Emilia Rosé N.V.,"Emilia, Italy",4.0,944 ratings,5.99
325,Château de Berne Rosé 2015,"Côtes de Provence, France",4.0,936 ratings,Available online from $27.99
326,Il Rosé di Casanova 2018,"Toscana, Italy",4.0,815 ratings,Available online from $39.99
327,Pinot Noir Rosé 2018,"Pfalz, Germany",4.0,812 ratings,Available online from $13
328,Rosé 2019,"Pays d'Oc, France",4.0,811 ratings,18.98
329,Côtes de Provence 2020,"Côtes de Provence, France",4.0,780 ratings,17.99
330,Il Mimo Nebbiolo Colline Novaresi 2019,"Colline Novaresi, Italy",4.0,772 ratings,Available online from $15.99
331,Rosé (Cuvée Sabine) 2020,"Coteaux d'Aix-en-Provence, France",4.0,752 ratings,Available online from $10.96
332,Pinot Grigio Ramato 2019,"Friuli, Italy",4.0,697 ratings,21.99
333,Il Mimo Nebbiolo Colline Novaresi 2020,"Colline Novaresi, Italy",4.0,685 ratings,Available online from $13.59
334,Tramari Rosé di Primitivo 2020,"Salento, Italy",4.0,645 ratings,Available online from $12.99
335,Romance Rosé 2019,"Méditerranée, France",4.0,558 ratings,Available online from $19.28
336,Rosé 2015,"Coteaux d'Aix-en-Provence, France",4.0,537 ratings,Available online from $17.33
337,Première Rosé 2020,"Coteaux d'Aix-en-Provence, France",4.0,509 ratings,Available online from $12.83
338,Côtes de Provence Rosé 2016,"Côtes de Provence, France",4.0,438 ratings,Available online from $18.99
339,Tourmaline Côtes de Provence 2020,"Côtes de Provence, France",4.0,422 ratings,14.99
340,Summer In A Bottle Rosé 2018,"Long Island, United States",4.0,398 ratings,Available online from $55.99
341,Rosé 2020,"Côtes de Provence, France",4.0,393 ratings,Available online from $11.98
342,La Rosa 2016,"Catalunya, Spain",4.0,392 ratings,Available online from $67.50
343,La Rosa 2020,"Penedès, Spain",4.0,342 ratings,22.99
344,Il Rosato 2020,"Vino d'Italia, Italy",4.0,333 ratings,Available online from $23.99
345,Cistercien Rosé 2018,"Niederösterreich, Austria",4.0,332 ratings,Available online from $16.99
346,Scaia Rosato 2020,"Veneto, Italy",4.0,326 ratings,13.99
347,Signature Rosé 2018,"Uco Valley, Argentina",4.0,318 ratings,Available online from $18.99
348,Harmonie De Gascogne Rosé 2020,"Côtes de Gascogne, France",4.0,316 ratings,Available online from $7.99
349,Rosé Fleuri 2019,"Coteaux d'Aix-en-Provence, France",4.0,294 ratings,Available online from $18.99
350,Rosé 2016,"California, United States",4.0,288 ratings,Available online from $17.69
351,Moulin des Costes Bandol Rosé 2017,"Bandol, France",4.0,284 ratings,32.99
352,Haru Rosé 2019,"Vin de France, France",4.0,270 ratings,Available online from $25
353,Rosé 2019,"Long Island, United States",4.0,269 ratings,Available online from $17.99
354,Etna Rosato 2019,"Etna, Italy",4.0,269 ratings,Available online from $19.99
355,Cistercien Rosé 2020,"Niederösterreich, Austria",4.0,268 ratings,18.99
356,Rosato di Toscana Brancato 2018,"Toscana, Italy",4.0,255 ratings,Available online from $16.99
357,Piemonte Lavignone Rosato 2019,"Piemonte, Italy",4.0,240 ratings,Available online from $74.25
358,Rosé of Pinot Noir 2016,"Sonoma Coast, United States",4.0,238 ratings,Available online from $25.99
359,Rosé D'Anjou 2018,"Anjou, France",4.0,236 ratings,Available online from $13.97
360,Cerasuolo d'Abruzzo 2018,"Cerasuolo d'Abruzzo, Italy",4.0,232 ratings,36.99
361,Pinot Noir Rosé 2017,"Willamette Valley, United States",4.0,227 ratings,Available online from $23.99
362,Rosé 2020,"Sonoma County, United States",4.0,226 ratings,Available online from $13.63
363,Touriga Nacional em Rosé 2019,"Douro, Portugal",4.0,221 ratings,Available online from $18
364,V Rosado 2020,"Valle de Parras, Mexico",4.0,219 ratings,23.99
365,Domaine Guy Mousset Côtes du Rhône Rosé 2020,"Côtes-du-Rhône, France",4.0,216 ratings,Available online from $14.99
366,Praja Monica 2019,"Monica di Sardegna, Italy",4.0,211 ratings,Available online from $21
367,Mart Xarel-lo Vermell 2020,"Penedès, Spain",4.0,209 ratings,Available online from $26
368,Rosé 2020,"Russian River Valley, United States",4.0,209 ratings,14.99
369,Sweet Peach N.V.,"California, United States",4.0,204 ratings,Available online from $3.99
370,Côtes de Gascogne Rosé 2020,"Côtes de Gascogne, France",4.0,203 ratings,Available online from $9.99
371,Rosado 2019,"Bierzo, Spain",4.0,203 ratings,Available online from $13.99
372,Rosé 2020,"Long Island, United States",4.0,189 ratings,Available online from $16.96
373,Finca Wolffer Rosé 2019,"Mendoza, Argentina",4.0,187 ratings,Available online from $13.98
374,Tavel 2020,"Tavel, France",4.0,183 ratings,19.99
375,Rosé de Léoube 2019,"Côtes de Provence, France",4.0,180 ratings,Available online from $21.99
376,Rosé de Xinomavro 2020,"Naoussa, Greece",4.0,171 ratings,Available online from $13.48
377,Rosado 2018,"Bierzo, Spain",4.0,163 ratings,Available online from $12
378,Love Drunk Rosé 2018,"Willamette Valley, United States",4.0,161 ratings,Available online from $38.99
379,Gris de Gris Corbières Rosé 2020,"Corbières, France",4.0,151 ratings,16.99
380,Rosé 2018,"California, United States",4.0,149 ratings,Available online from $21
381,Cassis Rosé 2018,"Cassis, France",4.0,144 ratings,Available online from $44
382,Discovery Collection Rosé 2020,"Paso Robles, United States",4.0,143 ratings,14.99
383,Reserva Pinot Noir Rosé 2020,"Maldonado, Uruguay",4.0,138 ratings,16.99
384,Touriga Nacional em Rosé 2020,"Douro, Portugal",4.0,131 ratings,Available online from $9.63
385,Bandol Rosé 2018,"Bandol, France",4.0,130 ratings,Available online from $44.19
386,Rosé Bubbles N.V.,"Coastal Region, South Africa",4.0,123 ratings,15.99
387,Rosé '20/26' 2020,"Vigneti delle Dolomiti, Italy",4.0,122 ratings,20.99
388,Oeil de Perdrix 2019,"Neuchâtel, Switzerland",4.0,121 ratings,Available online from $32.99
389,Primer Rosé 2016,"Rioja, Spain",4.0,118 ratings,49.99
390,1753 Syrah - Vermentino Rosé 2020,"Costières-de-Nîmes, France",4.0,115 ratings,19.99
391,Listán Rosado 2017,"Lanzarote, Spain",4.0,114 ratings,Available online from $23
392,Cheverny Rosé 2016,"Cheverny, France",4.0,113 ratings,Available online from $14.99
393,Cheverny Rosé 2020,"Cheverny, France",4.0,110 ratings,Available online from $17.60
394,Love Drunk Rosé 2019,"Willamette Valley, United States",4.0,109 ratings,Available online from $21
395,Rosato 2019,"Terre Siciliane, Italy",4.0,109 ratings,Available online from $38
396,Côtes de Provence 2020,"Côtes de Provence, France",4.0,109 ratings,Available online from $17.40
397,Château de Berne Rosé 2018,"Côtes de Provence, France",4.0,105 ratings,Available online from $27.29
398,Ode To Lulu Rosé 2017,"California, United States",4.0,103 ratings,Available online from $21.95
399,Côtes de Provence Rosé 2019,"Côtes de Provence, France",4.0,100 ratings,Available online from $14.99
400,Roseus Muscat of Alexandria 2019,"Lemnos, Greece",4.0,99 ratings,Available online from $21
401,Terroir du Trias Delille Vigneron Bandol Rosé 2015,"Bandol, France",4.0,99 ratings,Available online from $37
402,Tentations Rosé 2020,"Côtes de Provence, France",4.0,95 ratings,19.99
403,Listán Rosado 2018,"Lanzarote, Spain",4.0,91 ratings,Available online from $25
404,Marsannay Rosé 2020,"Marsannay, France",4.0,90 ratings,Available online from $14.98
405,Pinot Noir Petit Bourgeois Rosé 2020,"Val de Loire, France",4.0,89 ratings,Available online from $14.50
406,Rosé 2020,"Coteaux Varois en Provence, France",4.0,88 ratings,Available online from $15.49
407,Rosé 2019,"Central Coast, United States",4.0,85 ratings,22
408,Pinot Grigio Rosato 2018,"Vigneti delle Dolomiti, Italy",4.0,83 ratings,14.99
409,Le Provençal Côtes de Provence Rosé 2020,"Côtes de Provence, France",4.0,82 ratings,Available online from $16.99
410,Anna Rosé 2020,"Štajerska, Slovenia",4.0,80 ratings,Available online from $19
411,Sancerre Rosé 2020,"Sancerre, France",4.0,80 ratings,19.99
412,Pinotage Rosé 2020,"Stellenbosch, South Africa",4.0,79 ratings,Available online from $18
413,Coteaux Varois en Provence Rosé 2020,"Coteaux Varois en Provence, France",4.0,78 ratings,Available online from $12.09
414,Tomares Ballus Côtes de Provence Rosé 2020,"Côtes de Provence, France",4.0,78 ratings,Available online from $13.95
415,Lot 132 Rosé 2020,"Côtes de Provence, France",4.0,78 ratings,Available online from $14.99
416,Bertarose Chiaretto 2020,"Veneto, Italy",4.0,77 ratings,17.99
417,Rosé de Loire 2017,"Rosé de Loire, France",4.0,77 ratings,Available online from $25
418,Finca Wolffer Rosé 2021,"Mendoza, Argentina",4.0,76 ratings,17.99
419,La Chapelle Gordonne Tête de Cuvée Côtes de Provence Rosé 2020,"Côtes de Provence, France",4.0,73 ratings,Available online from $21.95
420,Rosé 2019,"Coteaux d'Aix-en-Provence, France",4.0,73 ratings,19.99
421,Para Maria Rosé 2020,"Santa Barbara County, United States",4.0,72 ratings,Available online from $20
422,Bandol Rosé 2020,"Bandol, France",4.0,72 ratings,50.99
423,Reuilly Pinot Gris Rosé 2019,"Reuilly, France",4.0,70 ratings,Available online from $19.99
424,Grand Classique Côtes de Provence Rosé 2020,"Côtes de Provence, France",4.0,67 ratings,Available online from $24
425,Bandol Rosé 2020,"Bandol, France",4.0,64 ratings,Available online from $29.99
426,Love Rosè 2020,"North Coast, United States",4.0,63 ratings,Available online from $19.99
427,Petit Cochon Bronzé 2019,"Vin de France, France",4.0,63 ratings,Available online from $19
428,Rioja Rosé 2020,"Rioja Alavesa, Spain",4.0,63 ratings,17.99
429,Cerasuolo d'Abruzzo Superiore 2018,"Cerasuolo d'Abruzzo, Italy",4.0,62 ratings,Available online from $32.08
430,Rozália 2018,"Slovakia, Slovakia",4.0,61 ratings,Available online from $34
431,Primitivo Salento Rosato 2020,"Salento, Italy",4.0,58 ratings,Available online from $29.90
432,Rkatsiteli Rosé 2018,"Kvareli, Georgia",4.0,58 ratings,Available online from $19.99
433,Rosé 2020,"Central Coast, United States",4.0,57 ratings,19.99
434,Côtes de Provence Rosé 2020,"Côtes de Provence, France",4.0,54 ratings,Available online from $14.87
435,Rosé de Pinot Noir 2019,"Bourgogne, France",4.0,51 ratings,Available online from $43.99
436,Chiaretto Valtenesi Rosé 2019,"Valtenesi, Italy",4.0,51 ratings,Available online from $17.90
437,Vinudilice 2019,"Etna, Italy",4.0,50 ratings,48
438,Rosé of Pinot Noir 2020,"Willamette Valley, United States",4.0,50 ratings,Available online from $23
439,Gris de Gris 2020,"Sable de Camargue, France",4.0,50 ratings,Available online from $14.99
440,Rosé 2019,"Central Coast, United States",4.0,49 ratings,19.99
441,Toscana Rosato 2020,"Toscana, Italy",4.0,47 ratings,Available online from $19.90
442,Queen Of The Sierra Estate Rosé 2019,"California, United States",4.0,47 ratings,Available online from $23
443,Beaujolais Rosé 2020,"Beaujolais, France",4.0,47 ratings,Available online from $16.99
444,En Valingrain Rosé des Riceys 2014,"Rosé des Riceys, France",4.0,46 ratings,Available online from $188
445,Attitude Rosé 2020,"Touraine, France",4.0,45 ratings,20.99
446,Le Pacha Rosé 2020,"Coteaux Varois en Provence, France",4.0,45 ratings,Available online from $24.99
447,Cuvée Speciale des Vignettes Rosé 2017,"Provence, France",4.0,45 ratings,Available online from $45.99
448,Chinon Rosé 2020,"Chinon, France",4.0,44 ratings,Available online from $19.99
449,Love Provence Rosé 2018,"Côtes de Provence, France",4.0,44 ratings,Available online from $43.99
450,Côtes de Provence Rosé 2020,"Côtes de Provence, France",4.0,43 ratings,17.99
451,Joséphine Luberon Rosé 2016,"Luberon, France",4.0,43 ratings,Available online from $39.75
452,La Seiche Rosé 2020,"Santa Barbara County, United States",4.0,42 ratings,Available online from $30
453,Beaujolais Villages Rosé 2020,"Beaujolais-Villages, France",4.0,42 ratings,Available online from $19.97
454,Rosé of Pinot Noir 2019,"Santa Lucia Highlands, United States",4.0,42 ratings,Available online from $19
455,Malvasia di Casorzo 2020,"Malvasia di Casorzo d'Asti, Italy",4.0,42 ratings,Available online from $10.49
456,Rosé (Gaston Hochar) 2004,"Bekaa Valley, Lebanon",4.0,41 ratings,Available online from $59.99
457,Mas de la Rouvière Rosé 2019,"Bandol, France",4.0,41 ratings,Available online from $24.99
458,White Zinfandel 2020,"Napa Valley, United States",4.0,41 ratings,27.97
459,Rosa 2019,"Baja California, Mexico",4.0,40 ratings,Available online from $26.99
460,Terra Sic Est 2017,"Piemonte, Italy",4.0,39 ratings,Available online from $20.30
461,Terroir du Trias Delille Vigneron Bandol Rosé 2020,"Bandol, France",4.0,39 ratings,34.99
462,Wisteria Blush N.V.,"Finger Lakes, United States",4.0,38 ratings,Available online from $9.95
463,Saint-Drézéry Tête de Bélier Rosé 2017,"Saint-Drézéry, France",4.0,38 ratings,Available online from $38
464,Allegrante Rosé 2018,"Virginia, United States",4.0,38 ratings,Available online from $19.90
465,Rosé 2017,"Corsica, France",4.0,37 ratings,Available online from $33
466,Indica Rosé 2013,"Mendocino County, United States",4.0,37 ratings,Available online from $22.50
467,Ramoro Pinot Grigio 2020,"Terre di Chieti, Italy",4.0,37 ratings,14.95
468,Natural Orange Wine 2018,"Avdira, Greece",4.0,37 ratings,Available online from $39.55
469,Gris de Nuit Μοσχοφίλερο (Gris de Nuit Moschofilero) 2020,"Peloponnesos, Greece",4.0,37 ratings,Available online from $13.26
470,Rosé of Pinot Noir 2015,"Russian River Valley, United States",4.0,36 ratings,Available online from $38.49
471,Corse Figari Rosé 2018,"Corse Figari, France",4.0,36 ratings,Available online from $41
472,Classic Collection Rosé 2018,"Western Cape, South Africa",4.0,36 ratings,Available online from $8.99
473,Corse Figari Rosé 2017,"Corse Figari, France",4.0,35 ratings,Available online from $36
474,Pinks Dry Rosé 2017,"Central Coast, United States",4.0,35 ratings,Available online from $29.99
475,Pinks Dry Rosé 2017,"Central Coast, United States",4.0,35 ratings,Available online from $29.99
476,Marsannay Rosé 2018,"Marsannay, France",4.0,35 ratings,Available online from $27
477,Sangiovese Rosato 2019,"Stags Leap District, United States",4.0,34 ratings,Available online from $25
478,Primavera Rosé 2020,"Toscana, Italy",4.0,33 ratings,Available online from $19
479,Les Rascasses Rosé 2018,"Santa Ynez Valley, United States",4.0,32 ratings,Available online from $25
480,Dry Rosé 2019,"Columbia Valley, United States",4.0,31 ratings,12.95
481,Sancerre Rosé 2018,"Sancerre, France",4.0,30 ratings,Available online from $25
482,Rhinefarm Rosé 2020,"Sonoma Coast, United States",4.0,30 ratings,Available online from $60
483,Indica Rosé 2017,"Mendocino County, United States",4.0,30 ratings,Available online from $31.99
484,Bandol Rosé 2018,"Bandol, France",4.0,30 ratings,Available online from $26.95
485,Bandol Rosé 2016,"Bandol, France",4.0,30 ratings,Available online from $24.99
486,Sancerre Rosé 2020,"Sancerre, France",4.0,30 ratings,Available online from $22.99
487,Juliette Rosé 2019,"Méditerranée, France",4.0,29 ratings,Available online from $9.98
488,Rosé of Pinot Noir 2017,"Santa Barbara County, United States",4.0,28 ratings,Available online from $24.98
489,Côtes de Provence Rosé 2020,"Côtes de Provence, France",4.0,27 ratings,28.99
490,Blushing Bear Rosé 2017,"Columbia Valley, United States",4.0,26 ratings,Available online from $30
491,Whole Cluster Rosé of Pinot Noir 2020,"Willamette Valley, United States",4.0,26 ratings,19.99
492,Côtes de Provence Rosé 2016,"Côtes de Provence, France",3.9,11358 ratings,Available online from $21.99
493,Côte des Roses Rosé 2018,"Languedoc, France",3.9,6166 ratings,Available online from $15.99
494,Côte des Roses Rosé 2019,"Languedoc, France",3.9,5512 ratings,Available online from $17
495,Côtes de Provence Rosé 2014,"Côtes de Provence, France",3.9,3008 ratings,Available online from $20.99
496,Côtes de Provence Rosé 2018,"Côtes de Provence, France",3.9,2705 ratings,Available online from $18.09
497,Estate Pinot Noir de Corte Rosé (Varietales) 2019,"Maldonado, Uruguay",3.9,2066 ratings,Available online from $14.99
498,Côtes de Provence Rosé 2019,"Côtes de Provence, France",3.9,1899 ratings,Available online from $17.99
499,By.Ott Rosé 2018,"Côtes de Provence, France",3.9,1875 ratings,Available online from $25.20
500,Gris Blanc 2019,"Pays d'Oc, France",3.9,1787 ratings,Available online from $14.19
501,By.Ott Rosé 2019,"Côtes de Provence, France",3.9,1664 ratings,Available online from $19.99
502,The Palm Whispering Angel Rosé 2018,"Provence, France",3.9,1576 ratings,Available online from $16.99
503,Côtes de Provence Rosé 2020,"Côtes de Provence, France",3.9,1420 ratings,19.99
504,Negroamaro Salento Calafuria Rosato 2018,"Salento, Italy",3.9,1396 ratings,Available online from $14.99
505,Rosé (Cuvée Sabine) 2019,"Coteaux d'Aix-en-Provence, France",3.9,1290 ratings,Available online from $10.95
506,Classic Provence Rosé 2018,"Côtes de Provence, France",3.9,1248 ratings,Available online from $22.40
507,Fleur de Mer Rosé 2016,"Côtes de Provence, France",3.9,1212 ratings,Available online from $19.99
508,Rosé 2017,"Var, France",3.9,1072 ratings,Available online from $19
509,Il Rosé di Casanova 2019,"Toscana, Italy",3.9,1037 ratings,Available online from $17.99
510,The Palm Whispering Angel Rosé 2019,"Provence, France",3.9,939 ratings,15.83
511,Rosé de Malbec 2018,"Mendoza, Argentina",3.9,904 ratings,Available online from $9.49
512,Rosé 2016,"Var, France",3.9,903 ratings,Available online from $20.99
513,Miraflors Rosé 2018,"Côtes du Roussillon, France",3.9,884 ratings,Available online from $51.99
514,Rosé 2018,"California, United States",3.9,817 ratings,Available online from $14.99
515,Scaia Rosato 2017,"Veneto, Italy",3.9,816 ratings,Available online from $29.99
516,Pinot Noir Rosé 2020,"Pfalz, Germany",3.9,763 ratings,15.99
517,Tenuta Guado al Tasso Scalabrone Bolgheri Rosato 2020,"Bolgheri, Italy",3.9,737 ratings,Available online from $23.99
518,Scaia Rosato 2019,"Veneto, Italy",3.9,660 ratings,Available online from $13.99
519,Il Rosé di Casanova 2020,"Toscana, Italy",3.9,658 ratings,18.99
520,Miraflors Rosé 2020,"Côtes du Roussillon, France",3.9,644 ratings,16.99
521,Rosé 2015,"Var, France",3.9,623 ratings,Available online from $18.99
522,Rosé 2020,"Pays d'Oc, France",3.9,619 ratings,19.98
523,Prestige Rosé 2017,"Saint-Drézéry, France",3.9,616 ratings,Available online from $17.95
524,Rosamara (Valtenesi Chiaretto) 2017,"Lombardia, Italy",3.9,594 ratings,Available online from $41.99
525,Sofia Rosé 2019,"Monterey County, United States",3.9,575 ratings,Available online from $13.64
526,Grande Réserve Rosé 2020,"Côtes de Provence, France",3.9,551 ratings,18.99
527,Il Rosé di Casanova 2017,"Toscana, Italy",3.9,531 ratings,Available online from $15.96
528,Unshackled Rosé 2019,"California, United States",3.9,496 ratings,19.79
529,Rosé 2019,"Central Coast, United States",3.9,478 ratings,Available online from $16.79
530,Le Pas du Moine Sainte Victoire 2018,"Côtes de Provence, France",3.9,468 ratings,Available online from $31.80
531,Rosé 2020,"Central Coast, United States",3.9,457 ratings,22.99
532,Discovery Collection Rosé 2019,"Paso Robles, United States",3.9,454 ratings,Available online from $53.99
533,Vulcânico Rosé 2019,"Açores, Portugal",3.9,440 ratings,Available online from $12.46
534,Rosé 2019,"Côtes de Provence, France",3.9,439 ratings,Available online from $16.99
535,Rosamara (Valtenesi Chiaretto) 2019,"Lombardia, Italy",3.9,388 ratings,Available online from $22.39
536,Côtes de Provence Rosé 2019,"Côtes de Provence, France",3.9,385 ratings,Available online from $14.99
537,Cape Bleue Rosé 2018,"Coteaux d'Aix-en-Provence, France",3.9,371 ratings,Available online from $12.99
538,Bardolino Chiaretto 2020,"Bardolino, Italy",3.9,368 ratings,Available online from $13.90
539,Etna Rosato 2018,"Etna, Italy",3.9,352 ratings,Available online from $29.99
540,Rosado 2018,"Rioja, Spain",3.9,348 ratings,12.98
541,Magali Signature Côtes de Provence Rosé 2020,"Côtes de Provence, France",3.9,340 ratings,20.99
542,Cape Bleue Rosé 2020,"Coteaux d'Aix-en-Provence, France",3.9,293 ratings,10.98
543,Bandol Rosé 2016,"Bandol, France",3.9,286 ratings,Available online from $24
544,Pinot Noir Rosè 2019,"Rheingau, Germany",3.9,282 ratings,Available online from $20.30
545,Costières-de-Nîmes Rosé (Tradition de Campuget) 2020,"Costières-de-Nîmes, France",3.9,278 ratings,9.95
546,The Pale Rosé 2020,"Provence, France",3.9,278 ratings,16.99
547,Côtes de Provence 2020,"Côtes de Provence, France",3.9,275 ratings,Available online from $18.99
548,Zweigelt Rosé 2020,"Kamptal, Austria",3.9,259 ratings,Available online from $25
549,Pinot Grigio Ramato 2019,"Friuli-Venezia Giulia, Italy",3.9,257 ratings,Available online from $16.95
550,Source of Joy 2020,"Languedoc, France",3.9,226 ratings,19.99
551,Chateau Peyrassol Côtes de Provence Rosé 2018,"Côtes de Provence, France",3.9,225 ratings,Available online from $69
552,Cuvée des Commandeurs Côtes de Provence Rosé 2020,"Côtes de Provence, France",3.9,221 ratings,21.95
553,Coteaux d'Aix-en-Provence Rosé 2019,"Coteaux d'Aix-en-Provence, France",3.9,213 ratings,Available online from $14
554,Grenache Rosé 2020,"Valle de Guadalupe, Mexico",3.9,211 ratings,22.99
555,Côtes de Provence Rosé 2019,"Côtes de Provence, France",3.9,207 ratings,Available online from $17.99
556,Côtes de Provence Rosé 2019,"Côtes de Provence, France",3.9,202 ratings,Available online from $9.99
557,Côtes de Provence Rosé 2018,"Côtes de Provence, France",3.9,193 ratings,Available online from $33.99
558,Rosé de Léoube 2018,"Côtes de Provence, France",3.9,187 ratings,Available online from $24.99
559,Etna Rosato 2019,"Etna, Italy",3.9,175 ratings,Available online from $22
560,Rosato 2020,"Piemonte, Italy",3.9,176 ratings,Available online from $16.99
561,Five Roses Salento 2019,"Salento, Italy",3.9,163 ratings,Available online from $18.99
562,Coteaux d'Aix-en-Provence Rosé 2020,"Coteaux d'Aix-en-Provence, France",3.9,160 ratings,Available online from $23.99
563,Avis de Vin Fort 2019,"Loire Valley, France",3.9,158 ratings,Available online from $33
564,Rosé of Malbec 2020,"Lujan de Cuyo, Argentina",3.9,157 ratings,Available online from $8.99
565,Rosé 2019,"Sonoma County, United States",3.9,156 ratings,Available online from $13.99
566,Esprit Gassier 2019,"Côtes de Provence, France",3.9,155 ratings,Available online from $18.98
567,Rosé of Pinot Noir 2018,"Oregon, United States",3.9,154 ratings,Available online from $5.99
568,Avis de Vin Fort 2020,"Loire Valley, France",3.9,150 ratings,Available online from $11.33
569,Pinot Noir Rosé 2019,"Palette, France",3.9,146 ratings,Available online from $15.96
570,Cuvee Marafiance Côtes de Provence 2020,"Côtes de Provence, France",3.9,139 ratings,Available online from $17
571,Negroamaro Kreos 2020,"Salento, Italy",3.9,137 ratings,Available online from $15.99
572,Rosé 2020,"Veneto, Italy",3.9,135 ratings,Available online from $10.99
573,Cherub (Syrah) Rosé 2020,"Colchagua Valley, Chile",3.9,133 ratings,14.99
574,Zweigelt Langenloiser Rosé 2020,"Niederösterreich, Austria",3.9,131 ratings,19.99
575,La Source Gabriel Côtes de Provence Rosé 2020,"Côtes de Provence, France",3.9,129 ratings,Available online from $19.95
576,Etna Rosato 2020,"Etna, Italy",3.9,128 ratings,Available online from $20.99
577,Rosé 2019,"Vin de France, France",3.9,127 ratings,Available online from $9.99
578,La Belle Fête Rosé of Pinot Noir 2020,"Monterey, United States",3.9,127 ratings,Available online from $14.69
579,Bandol Rosé 2019,"Bandol, France",3.9,121 ratings,Available online from $30
580,Fleur de l'Amaurigue Côtes de Provence Rosé 2020,"Côtes de Provence, France",3.9,121 ratings,Available online from $22
581,Coteaux d'Aix-en-Provence Cuvée Alexandre Rosé 2020,"Coteaux d'Aix-en-Provence, France",3.9,120 ratings,18.99
582,Paranga Flowers 2020,"Macedonia, Greece",3.9,120 ratings,Available online from $8.27
583,Rosé 2019,"Oregon, United States",3.9,117 ratings,Available online from $15.74
584,Brut Rosé (Chardonnay - Pinot Noir) 2014,"Robertson, South Africa",3.9,117 ratings,23.74
585,Bandol Rosé 2016,"Bandol, France",3.9,116 ratings,Available online from $39
586,Rosé de Léoube 2020,"Côtes de Provence, France",3.9,114 ratings,25.99
587,Cassis Rosé 2017,"Cassis, France",3.9,113 ratings,Available online from $42
588,Côtes de Provence 2020,"Côtes de Provence, France",3.9,110 ratings,Available online from $18.95
589,Côtes de Provence Rosé 2017,"Côtes de Provence, France",3.9,109 ratings,Available online from $15.99
590,Jess Rosé 2020,"Paarl, South Africa",3.9,109 ratings,Available online from $15
591,PINK (La Grenouille Rouganté) 2019,"Napa Valley, United States",3.9,108 ratings,Available online from $21
592,Côtes de Provence Rosé 2019,"Côtes de Provence, France",3.9,105 ratings,Available online from $14.99
593,Bigarò Rosé 2018,"Piemonte, Italy",3.9,103 ratings,Available online from $15.09
594,Pinot Noir Rosé 2018,"Palette, France",3.9,98 ratings,Available online from $19
595,Tavel Rosé 2020,"Tavel, France",3.9,97 ratings,Available online from $21.99
596,Rosé de Loire 2020,"Rosé de Loire, France",3.9,95 ratings,Available online from $21.99
597,Côtes de Provence Rosé 2020,"Côtes de Provence, France",3.9,94 ratings,Available online from $14.99
598,Rosé De Marsannay Domaine Clair-Dau 2019,"Marsannay, France",3.9,93 ratings,Available online from $24.99
599,Rosé 2018,"Napa Valley, United States",3.9,93 ratings,Available online from $24.97
600,Reuilly Pinot Gris Rosé 2017,"Reuilly, France",3.9,93 ratings,Available online from $23
601,Blaufränkisch Rosé 2020,"Burgenland, Austria",3.9,91 ratings,Available online from $20
602,Aqua di Venus Toscana 2020,"Toscana, Italy",3.9,91 ratings,Available online from $16.99
603,La Petite Perrière Pinot Noir Rosé 2017,"Vin de France, France",3.9,90 ratings,Available online from $10.99
604,Bandol Rosé 2019,"Bandol, France",3.9,90 ratings,Available online from $25
605,Provence Rosé 2018,"Provence, France",3.9,90 ratings,17.99
606,Le Rosé 2016,"Vin de France, France",3.9,88 ratings,Available online from $32
607,Rosé 2019,"Virginia, United States",3.9,86 ratings,Available online from $19.99
608,Rosé 2018,"Dunnigan Hills, United States",3.9,86 ratings,Available online from $38.99
609,Perlita Rosado 2018,"Uco Valley, Argentina",3.9,86 ratings,Available online from $12.99
